num,name
0,世田谷区
1,中央区
2,中野区
3,北区
4,千代田区
5,台東区
6,品川区
7,墨田区
8,大田区
9,文京区
10,新宿区
11,杉並区
12,板橋区
13,江戸川区
14,江東区
15,渋谷区
16,港区
17,目黒区
18,練馬区
19,荒川区
20,葛飾区
21,豊島区
22,足立区
